title,company,description,link,listedOn,email,phone,city,region,salary,runDate,jobType,regionName,applyType
No experience necessary! Energetic staff wanted! + Bonuses + Immediate start!,Surge Direct,No experience necessary! Energetic staff wanted! + Bonuses + Immediate start!,https://www.seek.co.nz/job/82641660?type=standard&ref=search-standalone&origin=cardTitle#sol=1a165c392e61bfe19cda0f8be17aabe0d01c6002,4d ago,,,Auckland CBD,Auckland,$23.2500 - $25.3k p.h.,2025-03-13,,,Quick Apply
Trainee Customs Officers - Auckland,New Zealand Customs Service,"Want interesting career progression opportunities, professional development and training?",https://www.seek.co.nz/job/82738944?type=standard&ref=search-standalone&origin=cardTitle#sol=ad3cf40c255f3df0abad7948c02c5230b3366b52,20h ago,,,Auckland CBD,Auckland,$23.50 – $25 per hour,2025-03-13,,,Apply
"Casual Retail Assistant | Ponsonby Store",AS Colour,"Flexible schedules, staff discounts, and growth opportunities - join our thriving retail team in Auckland.",https://www.seek.co.nz/job/82566702?type=standard&ref=search-standalone&origin=cardTitle#sol=53de77af61d17e6222c82bf721eafd66f5d0cac8,7d ago,,,Auckland CBD,Auckland,$32.40 per hour,2025-03-13,,,Quick Apply
Team Member - KFC New Lynn,Restaurant Brands Ltd,Join us here at KFC in either a part time or full-time role. Make new friends and earn some cash with a free KFC meal on shift.,https://www.seek.co.nz/job/82501462?type=standard&ref=search-standalone&origin=cardTitle#sol=d0928cb1fa65b88b9e1cf12a78738469a6f7bd08,9d ago,,,Auckland CBD,Auckland,$23 - $25,2025-03-13,,,Apply
"Calling from home, easiest Call work, 30 - 50 per hr no selling. no surveys",Sales Fit Limited,"Work from home, It’s the easiest Call center out there, no selling, no surveys. Primarily Real estate sector, rural and service brand representation.",https://www.seek.co.nz/job/82505000?type=standard&ref=search-standalone&origin=cardTitle#sol=7743aa1d73e74cb550d5c3b621d05e500dc925a8,9d ago,,,Auckland CBD,Auckland,$25 – $27 per hour,2025-03-13,,,Quick Apply
Store Assistant - West City,TANK Juice,Join our team as a Store Assistant at Tank's West City location!,https://www.seek.co.nz/job/82529323?type=standard&ref=search-standalone&origin=cardTitle#sol=924e8e5a33ae6e62c1c5fc27e7ce708d32e9d3b0,8d ago,,,Auckland CBD,Auckland,$23.2500 - $25.3k p.h.,2025-03-13,,,Quick Apply
"Part Time Sales Associate, Max Sylvia Park",Max Fashions,We have an opportunity for a high performing retail star to move into the role of Sales Associate at our flagship Sylvia Park store.,https://www.seek.co.nz/job/82639828?type=standard&ref=search-standalone&origin=cardTitle#sol=784dc26d0be281b014e5b44b7b7d6bdf34cea94f,4d ago,,,Auckland CBD,Auckland,$24 - $26 (AUD),2025-03-13,,,Quick Apply
Now Hiring Class 4 Bus Drivers,Tranzit Group,We are hiring Drivers NOW for our new Westgate Service. Exciting times to be a part of something great.,https://www.seek.co.nz/job/79903452?type=standard&ref=search-standalone&origin=cardTitle#sol=29f05e955af46535edbe0545add10373cca57c4f,7d ago,,,Auckland CBD,Auckland,$27 – $30 per hour,2025-03-13,,,Quick Apply
Checkout Operator,New World,Are you passionate about providing an excellent Customer Experience? You have great attention to detail and can work to deadlines? Here is more...,https://www.seek.co.nz/job/82469150?type=standard&ref=search-standalone&origin=cardTitle#sol=ab0224ff9584332a4f35e7a4bdb493ad194f12de,10d ago,,,Auckland CBD,Auckland,$32 per hour,2025-03-13,,,Apply
Retail Sales Person,Huffer,Huffer is on the hunt for retail superstars to exceed sales in our Onehunga store.,https://www.seek.co.nz/job/82485656?type=standard&ref=search-standalone&origin=cardTitle#sol=a50de00205a572756202078f06b900af90aea80f,10d ago,,,Auckland CBD,Auckland,Competitive compensation + potential bonus,2025-03-13,,,Quick Apply
"Strong, Fit Team Members wanted for regular shift work",Function Staff,"Regular shifts available for physically fit staff on an ongoing basis at airports, supermarkets, and warehouses.",https://www.seek.co.nz/job/82741186?type=standard&ref=search-standalone&origin=cardTitle#sol=c7f23a71cf673546b1710e61a081a78cc0667c85,19h ago,,,Auckland CBD,Auckland,$23 - $24,2025-03-13,,,Quick Apply
Customer Service Banker,BNZ,We have several opportunities for entry level bankers to join our Customer Connections Hub starting in May 2025!,https://www.seek.co.nz/job/82600881?type=standard&ref=search-standalone&origin=cardTitle#sol=d0aa8407f2c31f7b2b00f5033f60722fb2f8f5b6,6d ago,,,Auckland CBD,Auckland,$24 – $27 per hour,2025-03-13,,,Apply
Junior Office Assistant - Entry Level,AlexanderDorrington Lawyers,"Join our team as a Junior Office Assistant. Receiving training and guidance, excel in your job and work with great people.",https://www.seek.co.nz/job/82337407?type=standard&ref=search-standalone&origin=cardTitle#sol=afb5b1753f705f05138a86f7a096fea4c6d08c8e,16d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Team Member - KFC Pakuranga,Restaurant Brands Ltd,Join us here at KFC in either a part time or full-time role. Make new friends and earn some cash with a free KFC meal on shift.,https://www.seek.co.nz/job/82729542?type=standard&ref=search-standalone&origin=cardTitle#sol=dd8a58d636e48601e25937098b13ad2aca929b4e,1d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Apply
Full Time Pick packers ( Night shift),Gilmours Wholesale Food & Beverage,Exciting opportunity to join our growing Service department,https://www.seek.co.nz/job/82475398?type=standard&ref=search-standalone&origin=cardTitle#sol=2ada9bc39f306242e5a4bd8335b2a952a09a9403,10d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Apply
Cleaner - Casual Positions,Clear Protect Group Ltd,"Be part of Clear Protect Group's journey to create safer, healthier environments for businesses throughout New Zealand.",https://www.seek.co.nz/job/82495667?type=standard&ref=search-standalone&origin=cardTitle#sol=caa5501745f126b27ceac4f281e49752e6d23ddc,9d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Office assistant,Endometriosis Ascot,Specialist medical practice,https://www.seek.co.nz/job/82285878?type=standard&ref=search-standalone&origin=cardTitle#sol=790dbe9deba2e45cf040f48ae1aab037878db450,18d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Bracelet Maker (Watch Netflix and Earn),Arrowtown Stonework,"Earn money braiding pounamu bracelets from home! Flexible hours, full training provided. Regular pickups/drop-offs required in Arrowtown, NZ.",https://www.seek.co.nz/job/82708948?type=standard&ref=search-standalone&origin=cardTitle#sol=f086e1d9c8f395fc09a78c8942444a0294481129,1d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Warehouse & Customer Service Assistant - West Auckland,Anzor Fasteners,"Learn the art of warehousing, customer service, and the mechanical properties of stainless steel fasteners in our great supportive West Auckland team",https://www.seek.co.nz/job/82498018?type=standard&ref=search-standalone&origin=cardTitle#sol=f845e564d4bb567f76ff2aaad1f38d59cb33b837,9d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Apply
Cafe Staff,Chocolate Boutique,"customer service experience, weekend availability is essential. Job includes preparing food and desserts. must reside in Auckland.",https://www.seek.co.nz/job/82458254?type=standard&ref=search-standalone&origin=cardTitle#sol=492965994b3dd8ba45504ecb99813253a627aef0,12d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Online Casuals,New World,Have previous pick/packing experience? Able to stay on top of deadlines and meet targets? Here is more on this role...,https://www.seek.co.nz/job/82469285?type=standard&ref=search-standalone&origin=cardTitle#sol=7f9c290c6dd14107c9b1b6b64bf1ef02d5038b7d,10d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Apply
"Warehouse Assistant, no experience necessary",,"Are you good with numbers? Pick, pack, replenish stock & devann containers. Full training provided. 40hrs over 4 days. Apply now!",https://www.seek.co.nz/job/82642980?type=standard&ref=search-standalone&origin=cardTitle#sol=b51ab4d4efb5b81ac281222f47526887b0fea20e,3d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Buys & Pawns Assistant,Cash Converters Hamilton,"Looking for a dynamic retail job like no other? Check out Cash Converters. We Buy/Sell great products, unlocking the value of quality secondhand goods",https://www.seek.co.nz/job/82361353?type=standard&ref=search-standalone&origin=cardTitle#sol=68e843cfe6b6ad10ae16baee6201411fa5b80e35,16d ago,,,Hamilton Central,Waikato,$24 – $26 per hour,2025-03-13,,,Quick Apply
Machine Line Operator,People Ninjas,AVAILABLE NOW! Were looking for Machine Operators to join our clients team immediately!,https://www.seek.co.nz/job/82079541?type=promoted&ref=search-standalone&origin=cardTitle#sol=51cc0fdd091263197c5b4f4c64089c86d873f775,24d ago,,,Hamilton Central,Waikato,$27 – $29 per hour,2025-03-13,,,Quick Apply
Medical Secretary / Personal Assistant,Ascot Central Women's Clinic,"Medical Secretary/Personal Assistant for a Women's Health Clinic based in Remuera/Greenlane, offering very competitive remuneration rates",https://www.seek.co.nz/job/82118007?type=standard&ref=search-standalone&origin=cardTitle#sol=2d62af516d61b7390edc575c19228d2d7a6e130b,15d ago,,,Hamilton Central,Waikato,$33 – $38 per hour,2025-03-13,,,Quick Apply
Customer Service Representative,Rhenus Logistics NZ Ltd,"We have a great opportunity for a highly motivated individual, where you will be part of an exciting and growing company. Apply today!",https://www.seek.co.nz/job/82371132?type=standard&ref=search-standalone&origin=cardTitle#sol=9b002efdd5888420dab7ef8055cee25c1eb86963,21d ago,,,Hamilton Central,Waikato,"From $55,000 per year depending on experience",2025-03-13,,,Quick Apply
Warehouse Storeperson,Viking Group Limited,"Located in Otara, Auckland, we have an exciting opportunity for a motivated and driven Storeperson to join our growing and friendly warehouse team.",https://www.seek.co.nz/job/82244328?type=standard&ref=search-standalone&origin=cardTitle#sol=d52c7941c51a6e722a0437f3c9e88431478dd4a8,21d ago,,,Hamilton Central,Waikato,$23 – $25 per hour,2025-03-13,,,Quick Apply
Reception / Administrator,Ladstone Holdings Limited,"Busy, dynamic office seeks personable receptionist/admin assistant to provide exceptional customer service and support.",https://www.seek.co.nz/job/82245707?type=standard&ref=search-standalone&origin=cardTitle#sol=153940dfd1ba5174cc546bb42a833d67f6630e91,23d ago,,,Hamilton Central,Waikato,"$78,801 – $116,894 per year (AUD)",2025-03-13,,,Quick Apply
Holiday Park - Reception Team,Wellington TOP 10 Holiday Park,We have an exciting opportunity available for an individual with a passion for customer service to join our team.,https://www.seek.co.nz/job/82153227?type=standard&ref=search-standalone&origin=cardTitle#sol=de1f6070ebddb9e85c46a1782f34668f03533c4f,17d ago,,,Hamilton Central,Waikato,$25 – $30 per hour,2025-03-13,,,Quick Apply
Classroom Teachers - Relocate to VIC,Department of Education,"Move to Victoria, for a vibrant education sector, supportive schools, diverse communities, and a mix of city and regional teaching experiences.",https://www.seek.co.nz/job/82293337?type=standard&ref=search-standalone&origin=cardTitle#sol=00ab8228a7b10c0344fa9850f90404233bfd1bc0,12d ago,,,Hamilton Central,Waikato,$23 - $24,2025-03-13,,,Apply
Cafe Staff,Chocolate Boutique,"customer service experience, weekend availability is essential. Job includes preparing food and desserts. must reside in Auckland.",https://www.seek.co.nz/job/82458254?type=standard&ref=search-standalone&origin=cardTitle#sol=6c9a5cc01b252907d8b55c09dd55e5d8dae5b4bd,10d ago,,,Hamilton Central,Waikato,$25 – $30 per hour,2025-03-13,,,Quick Apply
Dental Receptionist/Dental Assistant,Dental Care Limited,"The role involves providing patient care, performing reception duties, and preparing equipment for dental procedures.",https://www.seek.co.nz/job/82475528?type=standard&ref=search-standalone&origin=cardTitle#sol=279787c9614697ff2a986b64ec4d76dd3a56ec28,10d ago,,,Hamilton Central,Waikato,"Base Wage + Commission ($65,000- $95,000 OTE)",2025-03-13,,,Quick Apply
Primary Care Practice Health Assistant,Auckland Family Medical Centre,This role is critical to the smooth day to day operation of our clinic,https://www.seek.co.nz/job/82463507?type=standard&ref=search-standalone&origin=cardTitle#sol=7e85d8a15132573ea21aee1c04f63a3ec25519d6,10d ago,,,Hamilton Central,Waikato,$26 – $30 per hour,2025-03-13,,,Quick Apply
Online Casuals,New World,Have previous pick/packing experience? Able to stay on top of deadlines and meet targets? Here is more on this role...,https://www.seek.co.nz/job/82469285?type=standard&ref=search-standalone&origin=cardTitle#sol=db2dc61223c39e9c45cb394f15929aca56d2781f,3d ago,,,Hamilton Central,Waikato,$32.40 per hour,2025-03-13,,,Apply
Delivery Driver & Warehouse Support,Computaleta,"Join Computaleta as a Delivery Driver! Play a key role in our business, make an impact, and be appreciated for your hard work.",https://www.seek.co.nz/job/82667065?type=standard&ref=search-standalone&origin=cardTitle#sol=743c186414fe0a93c0735ce1f0aa5e58c0eb4db3,19h ago,,,Hamilton Central,Waikato,$23 - $25,2025-03-13,,,Quick Apply
"Lab Assistant & Order Fulfilment, 30 hrs, Evenings",Frater Perfumes Limited,No experience needed. Are you meticulous with an eye for detail? Internet order fulfilment in an awesome luxury raw materials company is the job.,https://www.seek.co.nz/job/82741750?type=standard&ref=search-standalone&origin=cardTitle#sol=8311c537bdf38ff5b64b482b1fd5a55c6ce4bf47,2h ago,,,Hamilton Central,Waikato,"$55,000 – $65,000 per year",2025-03-13,,,Quick Apply
Production Operator,New Zealand Panels Group,Are you looking for your next opportunity in production or manufacturing?,https://www.seek.co.nz/job/82759261?type=standard&ref=search-standalone&origin=cardTitle#sol=6560d935841c5c4f5ee73c7dce2a5877651c7436,19d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Sales Representative - No Experience Required. Immediate Start!,Cheat Code,Best Job You've Ever Had or We'll Give You $500,https://www.seek.co.nz/job/82278318?type=standard&ref=search-standalone&origin=cardTitle#sol=8aea3fff894f19410c2df48be76a779db888e3ae,1d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Medical Reception/ Admin,The Skin Company,"Great remuneration, including products at cost price, treatments at cost price. No late nights & weekends.",https://www.seek.co.nz/job/82701812?type=standard&ref=search-standalone&origin=cardTitle#sol=8f2ecf0bc156f82fe3dacd4089285dac110c31ff,7d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Now Hiring Class 4 Bus Drivers,Tranzit Group,We are hiring Drivers NOW for our new Westgate Service. Exciting times to be a part of something great.,https://www.seek.co.nz/job/79903452?type=standard&ref=search-standalone&origin=cardTitle#sol=67f189d33577b91257fc43b16e22b79d17736fe2,10d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Checkout Operator,New World,Are you passionate about providing an excellent Customer Experience? You have great attention to detail and can work to deadlines? Here is more...,https://www.seek.co.nz/job/82469150?type=standard&ref=search-standalone&origin=cardTitle#sol=c6555634591ba74691eb652e37648bdbcd16a0c9,3d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Apply
Business Operations Coordinator,Two Islands,"Join Two Islands as a Business Operations Coordinator, supporting admin, customer service, procurement, and operations in a fast-paced, flexible role.",https://www.seek.co.nz/job/82667273?type=standard&ref=search-standalone&origin=cardTitle#sol=fd4dcc356f0cdfac02244b72638cda5138e065a2,10d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Retail Sales Person,Huffer,Huffer is on the hunt for retail superstars to exceed sales in our Onehunga store.,https://www.seek.co.nz/job/82485656?type=standard&ref=search-standalone&origin=cardTitle#sol=22cdc7dadb38041c83b0fa724b909ecc4c7a7e5d,22d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
"Warehouse Storeperson - Highbrook, East Tamaki!",Chemfreight,Looking for your next warehousing opportunity? Come join the awesome team at Chemfreight today!,https://www.seek.co.nz/job/82191290?type=standard&ref=search-standalone&origin=cardTitle#sol=48a179cb69aa2ae06cc64cfc01faa645774efc1a,,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Housekeeping Attendant,The Intrepid Hotel,We are seeking a reliable and motivated housekeepers for our 18 room boutique hotel in the heart of Te Aro!,https://www.seek.co.nz/job/82185190?type=promoted&ref=search-standalone&origin=cardTitle#sol=54b4fe5b083f34e7541c09ac1c313f75c763fae2,17d ago,,,Te Aro,Wellington,$24 – $27 per hour,2025-03-13,,,Quick Apply
Broke Boy Taco - Manager/Asst. Manager,Broke boy taco,"Broke Boy Taco's brand new Birkenhead store, looking for 2 new hires to join us with taking over New Zealand",https://www.seek.co.nz/job/82307138?type=standard&ref=search-standalone&origin=cardTitle#sol=f60c076a9333c349b629c92de07e54c75fb8c95a,19h ago,,,Te Aro,Wellington,$25 – $27 per hour,2025-03-13,,,Quick Apply
"Strong, Fit Team Members wanted for regular shift work",Function Staff,"Regular shifts available for physically fit staff on an ongoing basis at airports, supermarkets, and warehouses.",https://www.seek.co.nz/job/82741186?type=standard&ref=search-standalone&origin=cardTitle#sol=02704ecf3215ab5e88bc76f34b29fe875f912db3,27d ago,,,Te Aro,Wellington,$25 – $28 per hour,2025-03-13,,,Quick Apply
Film & TV - Casual Night Shift Security Guards Required,Knights Security Ltd,Looking for Casual Week and Weekend Security Guards to fill positions within the Film & TV Production Industry in and around Auckland.,https://www.seek.co.nz/job/82087969?type=standard&ref=search-standalone&origin=cardTitle#sol=b6e869aabc25ac7105f1e3deaaeea0491dd54793,6d ago,,,Te Aro,Wellington,$23.2500 - $25.3k p.h.,2025-03-13,,,Quick Apply
Customer Service Banker,BNZ,We have several opportunities for entry level bankers to join our Customer Connections Hub starting in May 2025!,https://www.seek.co.nz/job/82600881?type=standard&ref=search-standalone&origin=cardTitle#sol=3ecfa007b5245c6432e39ad2ed5ae96a734a4e41,16d ago,,,Te Aro,Wellington,$24 - $26 (AUD),2025-03-13,,,Apply
Junior Office Assistant - Entry Level,AlexanderDorrington Lawyers,"Join our team as a Junior Office Assistant. Receiving training and guidance, excel in your job and work with great people.",https://www.seek.co.nz/job/82337407?type=standard&ref=search-standalone&origin=cardTitle#sol=074781f517694c07608bf3275061633f913b28c6,1d ago,,,Te Aro,Wellington,Attractive Remuneration + Monthly Incentive,2025-03-13,,,Quick Apply
Team Member - KFC Pakuranga,Restaurant Brands Ltd,Join us here at KFC in either a part time or full-time role. Make new friends and earn some cash with a free KFC meal on shift.,https://www.seek.co.nz/job/82729542?type=standard&ref=search-standalone&origin=cardTitle#sol=c550c8645be39e03d6fc49fcd9f05b443ecc1b26,10d ago,,,Te Aro,Wellington,$24 – $27 per hour,2025-03-13,,,Apply
Full Time Pick packers ( Night shift),Gilmours Wholesale Food & Beverage,Exciting opportunity to join our growing Service department,https://www.seek.co.nz/job/82475398?type=standard&ref=search-standalone&origin=cardTitle#sol=593d1ac16bd4d6bf55a4802a06accf9bdc59c00d,3d ago,,,Te Aro,Wellington,"$55,000 – $60,000 per year",2025-03-13,,,Apply
Part Time Sales Assistant - Newmarket,Versace,Deliver the ultimate luxury experience as Part Time Sales Assistant at our Versace Newmarket store!,https://www.seek.co.nz/job/82669613?type=standard&ref=search-standalone&origin=cardTitle#sol=4e0cad0018e547d420caee0c68ba64227fe7ea23,1d ago,,,Te Aro,Wellington,Opportunity for career growth and development,2025-03-13,,,Quick Apply
Storeperson - Spares,Fisher & Paykel Appliances,Come join our professional team working on our brand new modern distribution centre.,https://www.seek.co.nz/job/82730268?type=standard&ref=search-standalone&origin=cardTitle#sol=5464af09029b58f9f0f08ed44d0b5513a2fc8905,3d ago,,,Te Aro,Wellington,Hourly Rate + Team Member Discount,2025-03-13,,,Apply
"Warehouse Assistant, no experience necessary",Grinding Gear Games,"Are you good with numbers? Pick, pack, replenish stock & devann containers. Full training provided. 40hrs over 4 days. Apply now!",https://www.seek.co.nz/job/82642980?type=standard&ref=search-standalone&origin=cardTitle#sol=4da5fee889eea9d4de7ac6ac78ba59b826cf9cab,8d ago,,,Te Aro,Wellington,$24 – $28 per hour,2025-03-13,,,Quick Apply
Customer Support,J. A. Russell Ltd,Grinding Gear Games is searching for full time Customer Support staff to handle a wide variety of customer service-related tasks.,https://www.seek.co.nz/job/82534231?type=standard&ref=search-standalone&origin=cardTitle#sol=a0f7ad928e3cfebfa2b83d84a76eeace4ab90a1c,1mo ago,,,Te Aro,Wellington,$26 – $29.50 per hour,2025-03-13,,,Quick Apply
Customer Service - Penrose Branch,Costco Wholesale New Zealand,We are seeking a motivated and dependable Customer Service Person to join the friendly team at our Penrose Branch.,https://www.seek.co.nz/job/82068998?type=standard&ref=search-standalone&origin=cardTitle#sol=ff883bd39a8ec44bf2f153ef40fac3eb749d0427,8d ago,,,Te Aro,Wellington,"From $65,000 PA depending on experience",2025-03-13,,,Quick Apply
Member Service Assistant - Part Time,Spotlight Ltd,"Actively greets members, verifies membership card, keeps entry counts. Provides high level of member service and performs warehouse safety checks.",https://www.seek.co.nz/job/82547794?type=standard&ref=search-standalone&origin=cardTitle#sol=efe04f370a3c5df0365ff2d6b75d32b8d16fceed,22h ago,,,Te Aro,Wellington,,2025-03-13,,,Apply
FIXED TERM Retail Sales Assistant,Industrial Tube Manufacturing Co. Ltd.,Store requires temporary support due to an internal promotion. Utilise your retail experience to delight our customers in our Hendrson location!,https://www.seek.co.nz/job/82733504?type=standard&ref=search-standalone&origin=cardTitle#sol=61e7d801a7548ee8bb87fed0ea715063e1ce13c2,1d ago,,,Te Aro,Wellington,,2025-03-13,,,Quick Apply
Trainee Roll Forming Machine Operator,Venerdi,"In this role you will be trained, over a number of years, to operate and maintain our state-of-the-art roll forming machines.",https://www.seek.co.nz/job/82707356?type=standard&ref=search-standalone&origin=cardTitle#sol=f0a7d213c2dd97fb09049aa194f72716f2fa4df5,2d ago,,,Te Aro,Wellington,,2025-03-13,,,Quick Apply
Warehouse Assistant,LyLo Auckland,Join our friendly close-knit team!,https://www.seek.co.nz/job/82700941?type=standard&ref=search-standalone&origin=cardTitle#sol=2935234f8d04781cf8ed95c18c3f34b67adc941f,1mo ago,,,Te Aro,Wellington,,2025-03-13,,,Quick Apply
Barista,Pirtek New Zealand Limited,Come and work with an amazing crew,https://www.seek.co.nz/job/82049198?type=standard&ref=search-standalone&origin=cardTitle#sol=76a900797dd5808e6ec5e6744454c469eb057418,3d ago,,,Te Aro,Wellington,,2025-03-13,,,Quick Apply
Technical Warehouse Assistant,Armourguard,Pirtek New Zealand Limited - Technical Warehouse Role Join a fast moving and growing business with a great culture,https://www.seek.co.nz/job/82667281?type=standard&ref=search-standalone&origin=cardTitle#sol=681d7a93ef9ff1549d1b36bb335170be7075d7e1,2d ago,,,Te Aro,Wellington,,2025-03-13,,,Quick Apply
Security Officer - Auckland,Costco Wholesale New Zealand,We are looking for experienced Security Officers to join our team in Auckland!,https://www.seek.co.nz/job/82700760?type=standard&ref=search-standalone&origin=cardTitle#sol=5e344b4ee7a55079d9b4cb3f596778ac97a1f627,8d ago,,,Te Aro,Wellington,,2025-03-13,,,Quick Apply
Front End Assistant - Part Time,Consulate General of Japan,Packs member orders into boxes and transfers items to a separate trolley for Cashiers.,https://www.seek.co.nz/job/82547701?type=standard&ref=search-standalone&origin=cardTitle#sol=b024cec2f214d53896891d6e0526c9a9f328b63d,15d ago,,,Te Aro,Wellington,,2025-03-13,,,Apply
Housekeeper / Household Assistant,,We are looking for a full-time housekeeper / household assistant for a private residence in East/Central Auckland.,https://www.seek.co.nz/job/82379006?type=standard&ref=search-standalone&origin=cardTitle#sol=629d5b780c7b4082e37d025ed3f7d324bfb90f39,,,,Te Aro,Wellington,,2025-03-13,,,Quick Apply
Customer Service Representative (Hybrid Working),SEEK Limited,"As a Customer Service Representative at SEEK, you'll be part of a fast-paced and supportive environment where you can make a real difference",https://www.seek.co.nz/job/82746576?type=promoted&ref=search-standalone&origin=cardTitle#sol=e7c5067db282c6c9e8569c5838e610946d41c144,22d ago,,,Auckland CBD,Auckland,$24 – $27 per hour,2025-03-13,,,Apply
Sales and Customer Support Representative,The Pump Warehouse,"Join The Pump Warehouse team! Exciting sales role with growth, competitive pay, and a supportive environment. Apply now!",https://www.seek.co.nz/job/82702107?type=promoted&ref=search-standalone&origin=cardTitle#sol=30eac4a52830e6f168a9f0cdf3b4886dd6c6937a,23d ago,,,Auckland CBD,Auckland,Entry level $24.50 p/h,2025-03-13,,,Quick Apply
Housekeeping Attendant,The Intrepid Hotel,We are seeking a reliable and motivated housekeepers for our 18 room boutique hotel in the heart of Te Aro!,https://www.seek.co.nz/job/82185190?type=standard&ref=search-standalone&origin=cardTitle#sol=de92440fcd1c2a74fabcd0540cecf5c608c0b939,2h ago,,,Auckland CBD,Auckland,$28 – $30 per hour,2025-03-13,,,Quick Apply
Pharmacy Assistant - Westgate,Chemist Warehouse,Chemist Warehouse Westgate is on the lookout for Pharmacy/Retail superstars to join the team!,https://www.seek.co.nz/job/82182931?type=standard&ref=search-standalone&origin=cardTitle#sol=b50761b7510e9d6b75f996f80a526a1b9ec63038,10d ago,,,Auckland CBD,Auckland,$30 – $35 per hour,2025-03-13,,,Apply
Front house staff - Barista,Mitre 10,Opportunity to work in a busy cafe in Mitre 10 Mega Mt Wellington,https://www.seek.co.nz/job/82758738?type=standard&ref=search-standalone&origin=cardTitle#sol=f26c0bfe509c524dc8f623023c744b11c864f330,9d ago,,,Auckland CBD,Auckland,$24 – $27 per hour,2025-03-13,,,Apply
Caregiver - Casual,New Zealand Aged Care Services Limited,Come join a team where Everyone Matters. We currently have Casual Caregiving opportunities available.,https://www.seek.co.nz/job/82492696?type=standard&ref=search-standalone&origin=cardTitle#sol=fda322afcd9b075317a0b2563f1cdf15e3d31d06,1h ago,,,Auckland CBD,Auckland,$25 – $28 per hour,2025-03-13,,,Quick Apply
Warehouse Persons: Casual Part-Time,Drake New Zealand - Auckland North,Looking for parttime hours to work around university or perhaps you are a busy parent who would like a few hours a week this company is on the search!,https://www.seek.co.nz/job/82505625?type=standard&ref=search-standalone&origin=cardTitle#sol=299e276973a1dfd8efa7f72ff5cadc8ff0aae0cd,11d ago,,,Auckland CBD,Auckland,$24 – $28 per hour,2025-03-13,,,Quick Apply
Store Person - Casual,ITW Construction Asia Pacific,"The Casual Store person will assemble finished goods for sale, receive, store and despatch goods according to company policy and procedures.",https://www.seek.co.nz/job/82759853?type=standard&ref=search-standalone&origin=cardTitle#sol=c56e4587b4b9dd562a3deab4561218decae7f1d9,9d ago,,,Auckland CBD,Auckland,A role with variety and purpose!,2025-03-13,,,Quick Apply
Digital Print Operator - DTG,Harlem 23 Ltd,"Hey 20s & 30s crew! Join Print Poppa as a DTG Print Operator—rock cool designs, master cutting-edge tech, and vibe with a fun team. Apply now!",https://www.seek.co.nz/job/82467893?type=standard&ref=search-standalone&origin=cardTitle#sol=c0027dfa69cb704dc4e1cb97c4ea6c5c16c93329,17d ago,,,Auckland CBD,Auckland,$27.80 per hour,2025-03-13,,,Quick Apply
Customer Service and Admin Support,KIWI FLUSH LTD,"Exceptional customer service opportunity - support sales and operations, flexible working, competitive salary.",https://www.seek.co.nz/job/82526043?type=standard&ref=search-standalone&origin=cardTitle#sol=1f619089c29c342ef04e61370693e426a6bbb53e,2d ago,,,Auckland CBD,Auckland,Competitive salary on offer!,2025-03-13,,,Quick Apply
Broke Boy Taco - Manager/Asst. Manager,Broke boy taco,"Broke Boy Taco's brand new Birkenhead store, looking for 2 new hires to join us with taking over New Zealand",https://www.seek.co.nz/job/82307138?type=standard&ref=search-standalone&origin=cardTitle#sol=9a9a7370537d7a0eaf2580305ca1991d1a218be7,27d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Kitchen Hand,St Paul's Collegiate School,Join a fast paced team working in one of New Zealand's premiere day and boarding schools.,https://www.seek.co.nz/job/82700570?type=standard&ref=search-standalone&origin=cardTitle#sol=a7898fa73076e3e4ba162016423d2cf1a841dbb6,4d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Film & TV - Casual Night Shift Security Guards Required,Knights Security Ltd,Looking for Casual Week and Weekend Security Guards to fill positions within the Film & TV Production Industry in and around Auckland.,https://www.seek.co.nz/job/82087969?type=standard&ref=search-standalone&origin=cardTitle#sol=4bedfe1ca89d029948e8797af7dc37087551ded5,16d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
